Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep
5566,2023-02-19,Charlie,West,6492.99,7,Furniture,773.59,927.57,Returning,0.23,Bank Transfer,Online,West-Charlie
7897,2023-09-18,David,West,43083.52,32,Clothing,1190.92,1346.36,New,0.2,Cash,Online,West-David
1986,2023-12-07,Alice,East,7316.68,4,Furniture,1555.05,1829.17,New,0.29,Credit Card,Retail,East-Alice
9999,2023-03-15,Alice,West,65543.04,18,Electronics,2961.36,3641.28,Returning,0.16,Credit Card,Online,West-Alice
9779,2023-10-11,Bob,West,87440.47,19,Clothing,3618.24,4602.13,Returning,0.27,Cash,Online,West-Bob
8280,2023-12-11,Bob,West,30178.19,31,Food,792.38,973.49,Returning,0.02,Cash,Retail,West-Bob
7717,2023-05-26,Bob,West,44021.04,14,Food,2761.83,3144.36,New,0.16,Cash,Online,West-Bob
8014,2023-08-17,Charlie,East,182621.14,34,Food,3643.84,5371.21,New,0.19,Cash,Retail,East-Charlie
1443,2023-06-11,Charlie,West,22582.45,5,Furniture,3841.03,4516.49,Returning,0.23,Bank Transfer,Online,West-Charlie
5657,2023-12-15,Charlie,East,41069.07,19,Clothing,1693.38,2161.53,New,0.22,Bank Transfer,Online,East-Charlie
5397,2023-10-24,Alice,North,102019.8,30,Electronics,2738.25,3400.66,Returning,0.16,Cash,Online,North-Alice
2021,2023-12-16,Alice,North,43631.28,24,Clothing,1450.65,1817.97,Returning,0.17,Credit Card,Retail,North-Alice
7871,2023-09-06,David,West,92790.82,37,Food,1701.28,2507.86,Returning,0.28,Cash,Online,West-David
1043,2023-04-24,Alice,South,105327.07,17,Food,4694.53,6195.71,New,0.01,Credit Card,Online,South-Alice
6990,2023-07-24,Bob,West,64044.75,35,Electronics,1650.78,1829.85,New,0.27,Cash,Online,West-Bob
6225,2023-09-02,Charlie,North,147368.16,27,Food,4324.87,5458.08,Returning,0.25,Cash,Retail,North-Charlie
8325,2023-01-10,Alice,South,9255.54,21,Food,390.6,440.74,New,0.07,Credit Card,Online,South-Alice
3949,2023-10-26,Bob,South,38597.82,17,Food,1872.06,2270.46,New,0.04,Cash,Online,South-Bob
4038,2023-01-23,Alice,South,57275.26,14,Electronics,3262.25,4091.09,Returning,0.27,Credit Card,Online,South-Alice
6079,2023-06-24,Charlie,South,89690.0,25,Furniture,3114.3,3587.6,Returning,0.05,Cash,Retail,South-Charlie
3305,2023-08-04,Bob,West,18824.4,10,Electronics,1615.93,1882.44,Returning,0.04,Cash,Retail,West-Bob
7684,2023-12-20,Bob,North,459.12,3,Clothing,128.17,153.04,Returning,0.06,Bank Transfer,Online,North-Bob
7336,2023-11-11,Charlie,East,108396.75,25,Electronics,3485.1,4335.87,Returning,0.08,Credit Card,Retail,East-Charlie
4976,2023-09-16,Alice,East,207842.52,38,Furniture,4217.91,5469.54,New,0.21,Bank Transfer,Online,East-Alice
1521,2023-04-02,Charlie,South,41252.96,28,Electronics,993.55,1473.32,New,0.04,Credit Card,Online,South-Charlie
6962,2023-11-13,Eve,West,196295.75,35,Food,4975.26,5608.45,Returning,0.01,Cash,Online,West-Eve
6561,2023-04-01,David,East,136581.2,28,Furniture,4123.97,4877.9,Returning,0.25,Cash,Online,East-David
9306,2023-03-29,Bob,West,73445.04,18,Furniture,3581.01,4080.28,Returning,0.14,Credit Card,Retail,West-Bob
6734,2023-05-01,David,West,172429.62,33,Food,4542.29,5225.14,Returning,0.16,Credit Card,Retail,West-David
4057,2023-08-29,Charlie,East,32093.52,24,Food,1140.91,1337.23,Returning,0.23,Credit Card,Online,East-Charlie
3701,2023-02-07,Bob,East,134099.47,37,Food,2559.07,3624.31,New,0.09,Credit Card,Online,East-Bob
6752,2023-11-10,Alice,West,11273.6,16,Electronics,510.84,704.6,New,0.07,Bank Transfer,Online,West-Alice
5421,2023-05-24,David,West,160936.5,30,Clothing,3858.47,5364.55,New,0.15,Cash,Online,West-David
8014,2023-06-15,Charlie,East,12018.88,32,Electronics,321.97,375.59,Returning,0.24,Bank Transfer,Online,East-Charlie
3295,2023-06-21,Eve,West,16716.11,41,Furniture,284.18,407.71,Returning,0.12,Credit Card,Online,West-Eve
2879,2023-11-08,Eve,East,48485.34,18,Food,2283.3,2693.63,New,0.26,Cash,Retail,East-Eve
5034,2023-09-30,Eve,North,57484.23,31,Food,1510.29,1854.33,New,0.04,Credit Card,Online,North-Eve
8921,2023-02-24,Alice,West,129702.65,35,Furniture,2972.85,3705.79,New,0.05,Credit Card,Retail,West-Alice
8200,2023-09-11,Charlie,West,115726.08,32,Electronics,2775.9,3616.44,New,0.21,Bank Transfer,Online,West-Charlie
3627,2023-01-23,Bob,West,61337.76,16,Food,2722.92,3833.61,Returning,0.02,Bank Transfer,Retail,West-Bob
2321,2023-11-10,David,South,46983.58,38,Clothing,918.66,1236.41,Returning,0.11,Cash,Retail,South-David
7418,2023-06-02,Alice,South,70706.58,21,Clothing,2677.2,3366.98,Returning,0.12,Credit Card,Retail,South-Alice
5884,2023-12-22,Bob,East,53876.79,9,Furniture,4149.83,5986.31,New,0.02,Cash,Online,East-Bob
3429,2023-07-23,Bob,East,272880.01,41,Food,4956.27,6655.61,New,0.21,Credit Card,Retail,East-Bob
4504,2023-11-17,Alice,West,63585.99,39,Furniture,1241.72,1630.41,New,0.25,Bank Transfer,Online,West-Alice
3261,2023-05-08,Charlie,West,151013.1,49,Food,2256.96,3081.9,New,0.17,Credit Card,Online,West-Charlie
2926,2023-03-02,David,East,156127.05,37,Food,3572.62,4219.65,Returning,0.22,Bank Transfer,Online,East-David
1596,2023-11-17,Charlie,West,13677.82,13,Clothing,845.37,1052.14,Returning,0.08,Bank Transfer,Retail,West-Charlie
8389,2023-02-09,Charlie,East,46137.75,15,Furniture,2525.12,3075.85,New,0.07,Credit Card,Online,East-Charlie
7603,2023-01-11,Bob,East,126984.52,26,Food,3372.71,4884.02,New,0.03,Credit Card,Retail,East-Bob
5765,2023-09-05,Eve,East,6889.92,8,Clothing,606.41,861.24,New,0.02,Credit Card,Retail,East-Eve
4844,2023-10-28,Alice,South,23415.84,48,Clothing,435.02,487.83,Returning,0.02,Bank Transfer,Retail,South-Alice
2495,2023-03-13,Alice,West,7058.22,26,Clothing,244.07,271.47,New,0.01,Bank Transfer,Retail,West-Alice
9427,2023-03-26,David,West,76206.24,44,Food,1236.47,1731.96,New,0.06,Credit Card,Retail,West-David
1490,2023-07-24,Eve,West,2347.96,2,Furniture,884.17,1173.98,Returning,0.25,Cash,Online,West-Eve
8948,2023-07-20,Eve,South,32907.33,9,Electronics,2710.33,3656.37,Returning,0.26,Cash,Online,South-Eve
2398,2023-11-29,Bob,East,31876.46,14,Clothing,2063.9,2276.89,Returning,0.21,Credit Card,Retail,East-Bob
4426,2023-02-11,Charlie,North,5568.86,11,Furniture,338.81,506.26,New,0.09,Bank Transfer,Retail,North-Charlie
6105,2023-08-30,Charlie,South,70704.0,25,Clothing,2348.93,2828.16,New,0.0,Cash,Online,South-Charlie
2026,2023-10-07,David,West,27383.51,11,Electronics,2136.08,2489.41,Returning,0.28,Cash,Retail,West-David
7352,2023-04-18,Alice,North,106861.92,48,Food,1747.84,2226.29,New,0.21,Cash,Online,North-Alice
8816,2023-12-26,Eve,East,59963.01,29,Electronics,1583.54,2067.69,New,0.21,Credit Card,Online,East-Eve
8190,2023-08-19,Eve,North,149705.35,41,Clothing,2613.64,3651.35,Returning,0.02,Credit Card,Online,North-Eve
8718,2023-06-01,Eve,West,8858.19,3,Food,1993.5,2952.73,New,0.08,Cash,Online,West-Eve
8290,2023-03-25,David,West,119635.5,25,Clothing,4250.95,4785.42,New,0.06,Bank Transfer,Online,West-David
7000,2023-10-14,Alice,South,42061.8,44,Clothing,814.15,955.95,New,0.06,Bank Transfer,Retail,South-Alice
3817,2023-02-24,Charlie,North,35773.11,27,Clothing,1054.06,1324.93,Returning,0.19,Cash,Retail,North-Charlie
6062,2023-06-08,Alice,South,20784.6,36,Food,454.48,577.35,New,0.01,Cash,Retail,South-Alice
4938,2023-01-07,Bob,South,27527.88,12,Food,1938.71,2293.99,Returning,0.21,Cash,Retail,South-Bob
8056,2023-07-06,Alice,South,164700.96,48,Electronics,2612.04,3431.27,Returning,0.22,Credit Card,Online,South-Alice
3773,2023-04-25,Charlie,West,192390.66,42,Clothing,3361.31,4580.73,New,0.05,Cash,Online,West-Charlie
3955,2023-11-02,Charlie,East,22188.08,4,Furniture,3865.07,5547.02,Returning,0.01,Credit Card,Retail,East-Charlie
2977,2023-07-19,Bob,North,179925.24,44,Food,3056.7,4089.21,New,0.16,Credit Card,Online,North-Bob
6305,2023-03-28,Bob,West,242878.52,38,Electronics,4534.01,6391.54,New,0.2,Bank Transfer,Online,West-Bob
8362,2023-08-04,Charlie,South,84886.56,46,Furniture,1586.92,1845.36,New,0.21,Credit Card,Online,South-Charlie
7948,2023-09-27,Charlie,South,49258.44,12,Food,2866.7,4104.87,Returning,0.06,Bank Transfer,Online,South-Charlie
4956,2023-11-03,Alice,North,3750.21,1,Food,2805.47,3750.21,New,0.27,Credit Card,Retail,North-Alice
9415,2023-11-07,Eve,North,68917.82,43,Electronics,1396.3,1602.74,Returning,0.03,Bank Transfer,Retail,North-Eve
8884,2023-10-22,Charlie,West,146003.15,47,Food,2755.28,3106.45,New,0.29,Credit Card,Retail,West-Charlie
8523,2023-06-04,Charlie,South,156728.1,30,Clothing,4539.28,5224.27,Returning,0.04,Credit Card,Online,South-Charlie
1318,2023-09-19,Eve,North,32514.96,8,Food,3401.18,4064.37,New,0.03,Cash,Online,North-Eve
1356,2023-07-05,David,North,92008.28,14,Clothing,4897.59,6572.02,New,0.17,Cash,Online,North-David
1209,2023-03-27,David,South,25479.72,7,Electronics,2640.01,3639.96,Returning,0.28,Cash,Online,South-David
2680,2023-10-11,Alice,East,228492.4,40,Furniture,4884.56,5712.31,Returning,0.02,Cash,Online,East-Alice
3785,2023-04-22,Charlie,West,136873.44,22,Electronics,4642.84,6221.52,Returning,0.22,Bank Transfer,Retail,West-Charlie
9107,2023-08-22,David,North,77701.82,46,Electronics,1170.67,1689.17,New,0.21,Credit Card,Retail,North-David
7545,2023-05-17,Alice,West,210028.9,47,Electronics,3665.98,4468.7,Returning,0.27,Credit Card,Retail,West-Alice
9445,2023-06-12,David,South,20677.1,34,Food,467.07,608.15,New,0.3,Bank Transfer,Online,South-David
7628,2023-06-11,Alice,West,165361.68,33,Furniture,3469.96,5010.96,Returning,0.07,Cash,Retail,West-Alice
6581,2023-04-17,Eve,East,56399.03,19,Food,1985.7,2968.37,Returning,0.15,Credit Card,Retail,East-Eve
2038,2023-04-28,Alice,East,17589.24,3,Electronics,4061.23,5863.08,New,0.12,Credit Card,Retail,East-Alice
9048,2023-12-24,Charlie,North,45413.2,20,Furniture,1971.87,2270.66,Returning,0.06,Credit Card,Retail,North-Charlie
8137,2023-08-08,David,East,17291.4,7,Food,2070.77,2470.2,New,0.28,Bank Transfer,Retail,East-David
3686,2023-02-27,Bob,East,72950.91,17,Food,3178.65,4291.23,Returning,0.15,Bank Transfer,Online,East-Bob
2877,2023-01-07,Charlie,North,1884.95,1,Electronics,1404.6,1884.95,Returning,0.07,Bank Transfer,Online,North-Charlie
3689,2023-01-28,David,West,309107.19,49,Clothing,4875.44,6308.31,New,0.17,Credit Card,Retail,West-David
8344,2023-03-08,Charlie,North,146895.93,27,Food,3879.06,5440.59,New,0.15,Credit Card,Retail,North-Charlie
6863,2023-03-31,Eve,East,50466.45,31,Furniture,1086.36,1627.95,New,0.28,Bank Transfer,Retail,East-Eve
6013,2023-07-06,Eve,South,6424.86,13,Food,441.0,494.22,New,0.25,Cash,Retail,South-Eve
1283,2023-02-17,Eve,South,311125.0,50,Furniture,4423.2,6222.5,Returning,0.04,Cash,Online,South-Eve
6801,2023-06-01,David,West,32080.8,6,Clothing,4761.6,5346.8,Returning,0.11,Cash,Retail,West-David
9437,2023-01-05,Charlie,East,55016.63,31,Electronics,1534.58,1774.73,Returning,0.07,Bank Transfer,Retail,East-Charlie
5101,2023-12-29,Charlie,South,844.08,6,Electronics,116.54,140.68,Returning,0.03,Bank Transfer,Retail,South-Charlie
6797,2023-01-20,Bob,South,80543.52,24,Furniture,2495.96,3355.98,New,0.29,Credit Card,Retail,South-Bob
1493,2023-09-05,Charlie,West,86279.55,21,Clothing,2854.02,4108.55,Returning,0.11,Cash,Retail,West-Charlie
4646,2023-05-17,Alice,West,72982.88,16,Clothing,3920.72,4561.43,New,0.16,Bank Transfer,Retail,West-Alice
1852,2023-08-16,David,South,178962.95,41,Clothing,3588.74,4364.95,New,0.05,Bank Transfer,Retail,South-David
8464,2023-06-03,David,West,27925.52,28,Clothing,905.42,997.34,Returning,0.15,Credit Card,Retail,West-David
2282,2023-09-21,David,West,5903.38,2,Electronics,1978.36,2951.69,Returning,0.2,Cash,Online,West-David
5361,2023-02-09,Eve,East,192005.2,40,Food,3320.21,4800.13,New,0.21,Cash,Retail,East-Eve
4959,2023-11-03,Bob,West,30227.96,28,Clothing,722.42,1079.57,New,0.13,Bank Transfer,Online,West-Bob
9399,2023-09-08,Alice,North,61372.89,17,Electronics,3135.66,3610.17,New,0.05,Bank Transfer,Retail,North-Alice
1694,2023-07-16,Alice,East,90465.87,33,Clothing,2066.46,2741.39,New,0.28,Bank Transfer,Online,East-Alice
3071,2023-11-10,Charlie,North,31717.44,32,Furniture,768.87,991.17,Returning,0.1,Cash,Online,North-Charlie
8155,2023-10-29,Eve,West,11791.71,3,Furniture,3116.39,3930.57,New,0.2,Bank Transfer,Online,West-Eve
6813,2023-05-26,Eve,North,183039.0,50,Furniture,2934.23,3660.78,Returning,0.22,Cash,Retail,North-Eve
3558,2023-01-29,David,East,134905.8,20,Electronics,4631.78,6745.29,New,0.15,Bank Transfer,Online,East-David
5708,2023-04-11,Bob,North,159168.62,26,Clothing,4316.34,6121.87,Returning,0.26,Credit Card,Retail,North-Bob
8799,2023-11-15,Alice,South,74840.48,13,Electronics,4800.63,5756.96,New,0.18,Cash,Online,South-Alice
6092,2023-08-05,David,East,16162.5,30,Furniture,450.16,538.75,Returning,0.2,Bank Transfer,Online,East-David
7033,2023-12-20,Alice,West,153092.28,44,Clothing,3039.07,3479.37,Returning,0.17,Bank Transfer,Online,West-Alice
1831,2023-06-19,David,West,161901.0,45,Furniture,2502.43,3597.8,New,0.07,Credit Card,Retail,West-David
2022,2023-05-24,Alice,South,33366.45,13,Food,1851.68,2566.65,Returning,0.3,Cash,Online,South-Alice
8519,2023-02-05,Charlie,North,166324.0,50,Furniture,2396.09,3326.48,Returning,0.03,Cash,Retail,North-Charlie
9235,2023-06-07,Charlie,East,1337.9,5,Furniture,180.28,267.58,Returning,0.17,Cash,Online,East-Charlie
7827,2023-12-21,Charlie,North,139424.51,37,Food,3035.15,3768.23,Returning,0.24,Credit Card,Retail,North-Charlie
1836,2023-05-20,Charlie,North,190027.2,44,Clothing,3473.27,4318.8,New,0.21,Bank Transfer,Retail,North-Charlie
4785,2023-07-17,David,East,71273.93,49,Clothing,1240.42,1454.57,Returning,0.07,Cash,Online,East-David
8089,2023-08-29,Bob,West,64332.0,36,Food,1390.99,1787.0,New,0.05,Credit Card,Online,West-Bob
9937,2023-10-22,Eve,South,79892.57,23,Furniture,2899.55,3473.59,Returning,0.3,Credit Card,Retail,South-Eve
2117,2023-07-02,Charlie,North,29880.6,5,Clothing,4611.6,5976.12,Returning,0.17,Bank Transfer,Retail,North-Charlie
5489,2023-06-12,Charlie,South,3143.87,1,Electronics,2197.6,3143.87,Returning,0.04,Bank Transfer,Retail,South-Charlie
7484,2023-04-30,Bob,South,156262.4,35,Clothing,3437.51,4464.64,New,0.0,Cash,Online,South-Bob
2558,2023-01-28,David,West,73917.67,41,Clothing,1300.15,1802.87,Returning,0.12,Credit Card,Retail,West-David
3157,2023-01-11,Bob,North,13690.77,3,Food,3478.55,4563.59,New,0.17,Credit Card,Retail,North-Bob
9841,2023-07-25,David,West,54970.42,19,Furniture,1976.59,2893.18,New,0.12,Cash,Online,West-David
3358,2023-04-13,Charlie,North,16849.92,32,Furniture,474.83,526.56,New,0.25,Credit Card,Online,North-Charlie
5029,2023-06-09,Eve,North,2532.92,2,Clothing,844.42,1266.46,Returning,0.26,Credit Card,Online,North-Eve
5821,2023-09-01,Eve,West,5858.2,17,Electronics,239.16,344.6,Returning,0.05,Cash,Online,West-Eve
8482,2023-11-14,Alice,East,112986.6,20,Furniture,3787.98,5649.33,New,0.11,Bank Transfer,Online,East-Alice
2759,2023-03-31,Alice,West,3063.14,23,Electronics,105.71,133.18,Returning,0.1,Credit Card,Online,West-Alice
2009,2023-11-14,David,West,61329.71,13,Food,3861.34,4717.67,Returning,0.17,Bank Transfer,Retail,West-David
1575,2023-05-20,David,East,30860.25,25,Clothing,901.22,1234.41,Returning,0.22,Cash,Retail,East-David
1091,2023-03-17,David,South,9904.56,3,Electronics,2339.58,3301.52,New,0.2,Bank Transfer,Retail,South-David
8592,2023-03-01,Eve,North,109728.36,42,Electronics,2167.38,2612.58,Returning,0.15,Bank Transfer,Online,North-Eve
9849,2023-05-27,Bob,South,151637.08,28,Clothing,3712.44,5415.61,New,0.04,Cash,Online,South-Bob
9565,2023-04-23,Eve,South,38036.4,8,Food,3913.03,4754.55,New,0.08,Cash,Retail,South-Eve
2746,2023-10-24,Eve,West,69831.3,30,Clothing,1845.06,2327.71,New,0.04,Credit Card,Retail,West-Eve
4204,2023-05-14,Eve,North,52705.05,15,Food,2698.56,3513.67,New,0.17,Cash,Retail,North-Eve
3809,2023-02-07,Bob,North,1326.18,1,Electronics,991.11,1326.18,New,0.14,Bank Transfer,Online,North-Bob
6456,2023-09-08,Alice,East,194456.34,39,Clothing,4327.97,4986.06,New,0.16,Credit Card,Online,East-Alice
7683,2023-10-21,Alice,East,310810.04,46,Furniture,4742.82,6756.74,New,0.2,Credit Card,Retail,East-Alice
9631,2023-08-21,David,West,38162.55,15,Food,2224.22,2544.17,New,0.08,Cash,Online,West-David
3608,2023-08-16,David,South,350.16,1,Food,257.17,350.16,New,0.08,Cash,Online,South-David
6726,2023-02-06,Charlie,East,20793.08,14,Furniture,1322.79,1485.22,New,0.11,Bank Transfer,Retail,East-Charlie
3022,2023-05-01,Alice,North,74693.15,35,Clothing,1924.76,2134.09,Returning,0.09,Bank Transfer,Retail,North-Alice
4743,2023-04-15,Alice,East,28998.06,47,Clothing,467.19,616.98,Returning,0.18,Cash,Retail,East-Alice
7869,2023-11-11,Bob,East,69902.29,23,Electronics,2034.48,3039.23,Returning,0.14,Bank Transfer,Online,East-Bob
2349,2023-05-25,Eve,West,57606.3,45,Clothing,966.92,1280.14,Returning,0.23,Bank Transfer,Retail,West-Eve
8586,2023-06-17,Alice,West,157497.9,42,Food,2623.54,3749.95,New,0.05,Cash,Online,West-Alice
3726,2023-04-15,David,North,5702.82,34,Clothing,149.02,167.73,Returning,0.22,Bank Transfer,Online,North-David
8976,2023-02-15,Bob,North,215144.85,47,Clothing,3554.61,4577.55,New,0.07,Cash,Online,North-Bob
1826,2023-01-05,Eve,West,93621.0,30,Clothing,2086.2,3120.7,New,0.06,Credit Card,Retail,West-Eve
6877,2023-11-16,Charlie,South,9587.78,2,Electronics,3922.77,4793.89,Returning,0.03,Cash,Retail,South-Charlie
6120,2023-08-17,Alice,North,22207.56,4,Furniture,3742.45,5551.89,Returning,0.1,Cash,Retail,North-Alice
4779,2023-04-20,David,East,2062.8,1,Clothing,1825.85,2062.8,Returning,0.14,Bank Transfer,Retail,East-David
7174,2023-12-27,Alice,South,230574.05,35,Electronics,4425.64,6587.83,New,0.06,Cash,Online,South-Alice
9787,2023-09-17,Eve,North,140418.6,28,Food,3644.37,5014.95,Returning,0.16,Credit Card,Retail,North-Eve
2449,2023-09-19,Eve,West,164327.67,39,Furniture,2941.01,4213.53,Returning,0.2,Bank Transfer,Retail,West-Eve
8570,2023-11-05,Eve,North,13677.62,11,Food,925.12,1243.42,Returning,0.06,Bank Transfer,Online,North-Eve
7583,2023-12-25,Charlie,East,145383.7,35,Electronics,2825.33,4153.82,Returning,0.11,Credit Card,Retail,East-Charlie
7688,2023-03-02,Charlie,West,9534.44,2,Clothing,4180.19,4767.22,New,0.14,Bank Transfer,Retail,West-Charlie
9285,2023-06-15,Bob,South,103000.48,22,Clothing,3438.6,4681.84,Returning,0.07,Bank Transfer,Retail,South-Bob
7295,2023-01-13,Charlie,East,26734.68,12,Food,1637.17,2227.89,New,0.1,Bank Transfer,Retail,East-Charlie
6182,2023-11-17,David,East,167884.47,43,Clothing,3380.89,3904.29,New,0.21,Credit Card,Retail,East-David
8154,2023-03-26,Eve,East,3279.15,9,Electronics,326.72,364.35,Returning,0.03,Bank Transfer,Retail,East-Eve
8405,2023-01-12,Bob,West,280974.82,49,Food,4732.12,5734.18,New,0.1,Credit Card,Retail,West-Bob
4519,2023-02-08,Bob,East,12242.52,31,Electronics,274.34,394.92,Returning,0.24,Bank Transfer,Retail,East-Bob
3173,2023-10-15,Charlie,South,119923.74,27,Clothing,3883.52,4441.62,New,0.21,Cash,Retail,South-Charlie
4024,2023-03-12,Alice,South,29748.74,14,Clothing,1439.36,2124.91,New,0.09,Cash,Retail,South-Alice
6774,2023-05-05,David,North,25575.65,5,Furniture,3578.21,5115.13,Returning,0.21,Cash,Online,North-David
2962,2023-04-21,David,East,1630.66,2,Clothing,722.69,815.33,Returning,0.08,Bank Transfer,Retail,East-David
6867,2023-12-14,Bob,South,19090.7,29,Furniture,545.4,658.3,New,0.08,Cash,Online,South-Bob
8524,2023-04-25,Alice,South,48974.42,22,Clothing,1832.21,2226.11,Returning,0.26,Credit Card,Retail,South-Alice
1696,2023-05-27,Charlie,North,9314.23,43,Clothing,163.61,216.61,Returning,0.0,Credit Card,Online,North-Charlie
2380,2023-11-02,David,East,66030.5,10,Furniture,4673.76,6603.05,New,0.11,Bank Transfer,Online,East-David
7854,2023-08-30,Eve,North,3969.31,1,Electronics,3152.3,3969.31,Returning,0.26,Credit Card,Online,North-Eve
8908,2023-10-07,Eve,North,4415.48,2,Furniture,1677.28,2207.74,Returning,0.22,Cash,Online,North-Eve
8403,2023-08-14,Eve,South,78475.32,36,Food,1714.19,2179.87,New,0.04,Credit Card,Online,South-Eve
